Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p2_find_duplicate_number,0.0012597999884746,0.0016604396599926,0.0083538999897427,0.0015913163999677,4.343778523636344
10000,prompt_1,p2_find_duplicate_number,0.0012220000498928,0.0027866603899804,0.0503326999605633,0.0015057598505083,85.06672156517558
100000,prompt_1,p2_find_duplicate_number,0.0798879000358283,0.0989633545601856,0.512367199989967,0.0882463210400716,12.144453608720433
1000,prompt_2,p2_find_duplicate_number,0.0012265000259503,0.0015953897198661,0.00393130001612,0.0015913163999677,0.2559717161516467
10000,prompt_2,p2_find_duplicate_number,0.0012747999862767,0.0015108549299358,0.0042095999815501,0.0015057598505083,0.33837264460067135
100000,prompt_2,p2_find_duplicate_number,0.0803268000017851,0.0884275236399436,0.3079889999935403,0.0882463210400716,0.20533728515404362
1000,prompt_3,p2_find_duplicate_number,0.0012404999579302,0.0016120786495215,0.0057787999976426,0.0015913163999677,1.3047216477013297
10000,prompt_3,p2_find_duplicate_number,0.0012720000231638,0.0018223659196227,0.0372227000189013,0.0015057598505083,21.026332253946286
100000,prompt_3,p2_find_duplicate_number,0.0804658000124618,0.0906203377198136,0.3589903999818489,0.0882463210400716,2.690216035934226
1000,prompt_4,p2_find_duplicate_number,0.0012366999872028,0.0016066952701191,0.0084250000072643,0.0015913163999677,0.9664244113686147
10000,prompt_4,p2_find_duplicate_number,0.0012628000113181,0.0015321558802155,0.0106764999800361,0.0015057598505083,1.7530039533388695
100000,prompt_4,p2_find_duplicate_number,0.0786547000170685,0.0883360489399928,0.220066100009717,0.0882463210400716,0.10167891291520291
1000,prompt_5,p2_find_duplicate_number,0.0012738999794237,0.0015913163999677,0.0050165000138804,0.0015913163999677,0.0
10000,prompt_5,p2_find_duplicate_number,0.0012494000256992,0.0015159745098673,0.0046308999881148,0.0015057598505083,0.6783724081600319
100000,prompt_5,p2_find_duplicate_number,0.078332400007639,0.0882463210400716,0.194491799979005,0.0882463210400716,0.0
1000,prompt_6,p2_find_duplicate_number,0.001229699992109,0.0015913297013772,0.0034836999839171,0.0015913163999677,0.0008358745941644605
10000,prompt_6,p2_find_duplicate_number,0.0012708000140264,0.0015057598505083,0.0064185999799519,0.0015057598505083,0.0
100000,prompt_6,p2_find_duplicate_number,0.0791105999960564,0.0882999952643341,0.2055522999726236,0.0882463210400716,0.060823186315187225
