Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p1_find_missing_number,0.0002133000525645,0.0002315011501195,0.0011060999822802,0.0002303632298425,0.493967842775089
10000,prompt_1,p1_find_missing_number,0.0019654000061564,0.0021148022202425,0.0063644000329077,0.0021148022202425,0.0
100000,prompt_1,p1_find_missing_number,0.0643342999974265,0.0685936213900742,0.1500219000154175,0.0685936213900742,0.0
1000,prompt_2,p1_find_missing_number,0.0002121000434271,0.0002307302702101,0.0008931999909691,0.0002303632298425,0.15933114319110211
10000,prompt_2,p1_find_missing_number,0.0019548999844118,0.0021206373701162,0.0083172000013291,0.0021148022202425,0.2759194130707501
100000,prompt_2,p1_find_missing_number,0.0640858999686315,0.0687255387597833,0.1542098000063561,0.0685936213900742,0.19231725492216245
1000,prompt_3,p1_find_missing_number,0.0002123999875038,0.0002308641798269,0.0005756000173278,0.0002303632298425,0.2174609136807654
10000,prompt_3,p1_find_missing_number,0.0019620000384747,0.0021450867202015,0.0159483000170439,0.0021148022202425,1.432025163824896
100000,prompt_3,p1_find_missing_number,0.063798899995163,0.0695552391098579,0.233132800029125,0.0685936213900742,1.4019054546125087
1000,prompt_4,p1_find_missing_number,0.0002136999974027,0.0002303632298425,0.0007788000511936,0.0002303632298425,0.0
10000,prompt_4,p1_find_missing_number,0.0019658000092022,0.0021185578096832,0.0063137999968603,0.0021148022202425,0.1775858472604315
100000,prompt_4,p1_find_missing_number,0.0641911999555304,0.0690970488099031,0.174733699997887,0.0685936213900742,0.7339274550996994
1000,prompt_5,p1_find_missing_number,0.0002127999905496,0.0002775500498711,0.0026676999987103,0.0002303632298425,20.483659679915824
10000,prompt_5,p1_find_missing_number,0.0019550999859347,0.0025254805498755,0.0203375999699346,0.0021148022202425,19.419231061044957
100000,prompt_5,p1_find_missing_number,0.0639414000324904,0.0733774542199389,0.3338384000235237,0.0685936213900742,6.9741657211248125
1000,prompt_6,p1_find_missing_number,0.0002116000396199,0.0003056224193661,0.0059157999930903,0.0002303632298425,32.66979264661939
10000,prompt_6,p1_find_missing_number,0.0019591000163927,0.0028537203545396,0.0418634000234305,0.0021148022202425,34.940294994222675
100000,prompt_6,p1_find_missing_number,0.0638013000134378,0.0754010329465068,0.4222182999947108,0.0685936213900742,9.924263245587522
