Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p1_find_missing_number,6.500165909528732e-06,0.001699638557291,0.0850481998641043,0.0003647511996561,365.97202665638326
10000,prompt_1,p1_find_missing_number,6.5998174250125885e-06,0.0133645984751049,0.7502290001139045,0.003496632670611,282.2133959747501
100000,prompt_1,p1_find_missing_number,6.699934601783752e-06,0.136041636247447,0.9748134999535978,0.0796105533893685,70.88392236400975
1000,prompt_2,p1_find_missing_number,0.0002113999798893,0.0007208989409263,0.0060533001087605,0.0003647511996561,97.64128030448929
10000,prompt_2,p1_find_missing_number,0.0019571001175791,0.0074092547086765,0.0643933999817818,0.003496632670611,111.89685639417795
100000,prompt_2,p1_find_missing_number,0.0640471000224351,0.1601539318391354,2.3259032999631017,0.0796105533893685,101.17173543039708
1000,prompt_3,p1_find_missing_number,0.0002115999814122,0.0008664497110293,0.0065881998743861,0.0003647511996561,137.54540405794927
10000,prompt_3,p1_find_missing_number,0.0019666999578475,0.0084885014398954,0.0617596001829952,0.003496632670611,142.7621726251309
100000,prompt_3,p1_find_missing_number,0.0384976000059396,0.1574848539207363,1.168303000042215,0.0796105533893685,97.81906696526926
1000,prompt_4,p1_find_missing_number,6.4999330788850784e-06,0.0006548906893701,0.0058307000435888,0.0003647511996561,79.54449224226092
10000,prompt_4,p1_find_missing_number,6.800051778554916e-06,0.0063473447514464,0.0543223000131547,0.003496632670611,81.52735358207553
100000,prompt_4,p1_find_missing_number,6.699934601783752e-06,0.1193998583615058,0.7886724001727998,0.0796105533893685,49.97993768179347
1000,prompt_5,p1_find_missing_number,4.380010068416596e-05,0.0013452589284628,0.0776843000203371,0.0003647511996561,268.81549114332086
10000,prompt_5,p1_find_missing_number,6.070011295378208e-05,0.0129036161887226,0.732052399776876,0.003496632670611,269.0297896366629
100000,prompt_5,p1_find_missing_number,7.459986954927444e-05,0.1194508765556031,0.9093440999276936,0.0796105533893685,50.04402239409007
1000,prompt_6,p1_find_missing_number,0.0002119001001119,0.0003647511996561,0.0046512999106198,0.0003647511996561,0.0
10000,prompt_6,p1_find_missing_number,0.0019531000871211,0.003496632670611,0.0422755000181496,0.003496632670611,0.0
100000,prompt_6,p1_find_missing_number,0.0419600000604987,0.0796105533893685,0.4005332000087946,0.0796105533893685,0.0
